key,value
single.hostomel_2022__heraklion_1941.lanchester.DENIAL,0.0
single.hostomel_2022__heraklion_1941.lanchester.HOLD,0.002
single.hostomel_2022__heraklion_1941.lanchester.MASS,0.435
single.hostomel_2022__heraklion_1941.lanchester.RESPONSE,0.346
single.hostomel_2022__heraklion_1941.lanchester.RISK,0.899
single.hostomel_2022__maleme_1941.crt.AIR,0.6425
single.hostomel_2022__maleme_1941.crt.COMMAND,0.285
single.hostomel_2022__maleme_1941.crt.DENIAL,0.0
single.hostomel_2022__maleme_1941.crt.HOLD,0.0225
single.hostomel_2022__maleme_1941.crt.MASS,0.4725
single.hostomel_2022__maleme_1941.crt.RESPONSE,0.38
single.hostomel_2022__maleme_1941.crt.RISK,0.8925
single.hostomel_2022__maleme_1941.lanchester.AIR,0.626
single.hostomel_2022__maleme_1941.lanchester.COMMAND,0.277
single.hostomel_2022__maleme_1941.lanchester.DENIAL,0.0
single.hostomel_2022__maleme_1941.lanchester.HOLD,0.021
single.hostomel_2022__maleme_1941.lanchester.MASS,0.459
single.hostomel_2022__maleme_1941.lanchester.RESPONSE,0.346
single.hostomel_2022__maleme_1941.lanchester.RISK,0.899
single.hostomel_2022__rethymno_1941.crt.AIR,0.62
single.hostomel_2022__rethymno_1941.crt.COMMAND,0.3575
single.hostomel_2022__rethymno_1941.crt.DENIAL,0.0
single.hostomel_2022__rethymno_1941.crt.HOLD,0.005
single.hostomel_2022__rethymno_1941.crt.MASS,0.4475
single.hostomel_2022__rethymno_1941.crt.RESPONSE,0.38
single.hostomel_2022__rethymno_1941.crt.RISK,0.8925
single.hostomel_2022__rethymno_1941.lanchester.AIR,0.606
single.hostomel_2022__rethymno_1941.lanchester.COMMAND,0.329
single.hostomel_2022__rethymno_1941.lanchester.DENIAL,0.0
single.hostomel_2022__rethymno_1941.lanchester.HOLD,0.003
single.hostomel_2022__rethymno_1941.lanchester.MASS,0.407
single.hostomel_2022__rethymno_1941.lanchester.RESPONSE,0.346
single.hostomel_2022__rethymno_1941.lanchester.RISK,0.899
single.hostomel_2022__ypenburg_1940.crt.AIR,0.0275
single.hostomel_2022__ypenburg_1940.crt.COMMAND,0.3575
single.hostomel_2022__ypenburg_1940.crt.DENIAL,0.5975
single.hostomel_2022__ypenburg_1940.crt.HOLD,0.035
single.hostomel_2022__ypenburg_1940.crt.MASS,0.29
single.hostomel_2022__ypenburg_1940.crt.RESPONSE,0.3475
single.hostomel_2022__ypenburg_1940.crt.RISK,0.93
single.hostomel_2022__ypenburg_1940.lanchester.AIR,0.022
single.hostomel_2022__ypenburg_1940.lanchester.COMMAND,0.329
single.hostomel_2022__ypenburg_1940.lanchester.DENIAL,0.602
single.hostomel_2022__ypenburg_1940.lanchester.HOLD,0.032
single.hostomel_2022__ypenburg_1940.lanchester.MASS,0.301
single.hostomel_2022__ypenburg_1940.lanchester.RESPONSE,0.317
single.hostomel_2022__ypenburg_1940.lanchester.RISK,0.94
single.maleme_1941__heraklion_1941.crt.AIR,0.035
single.maleme_1941__heraklion_1941.crt.COMMAND,0.3975
single.maleme_1941__heraklion_1941.crt.DENIAL,0.2125
single.maleme_1941__heraklion_1941.crt.HOLD,0.0
single.maleme_1941__heraklion_1941.crt.MASS,0.145
single.maleme_1941__heraklion_1941.crt.RESPONSE,0.12
single.maleme_1941__heraklion_1941.crt.RISK,0.2425
single.maleme_1941__heraklion_1941.lanchester.AIR,0.396
single.maleme_1941__heraklion_1941.lanchester.COMMAND,0.645
single.maleme_1941__heraklion_1941.lanchester.DENIAL,0.628
single.maleme_1941__heraklion_1941.lanchester.HOLD,0.007
single.maleme_1941__heraklion_1941.lanchester.MASS,0.507
single.maleme_1941__heraklion_1941.lanchester.RESPONSE,0.419
single.maleme_1941__heraklion_1941.lanchester.RISK,0.662
single.maleme_1941__hostomel_2022.crt.AIR,0.035
single.maleme_1941__hostomel_2022.crt.COMMAND,0.3975
single.maleme_1941__hostomel_2022.crt.DENIAL,0.0
single.maleme_1941__hostomel_2022.crt.HOLD,0.9875
single.maleme_1941__hostomel_2022.crt.MASS,0.0
single.maleme_1941__hostomel_2022.crt.RESPONSE,0.145
single.maleme_1941__hostomel_2022.crt.RISK,0.08
single.maleme_1941__hostomel_2022.lanchester.AIR,0.39
single.maleme_1941__hostomel_2022.lanchester.COMMAND,0.645
single.maleme_1941__hostomel_2022.lanchester.DENIAL,0.0
single.maleme_1941__hostomel_2022.lanchester.HOLD,0.998
single.maleme_1941__hostomel_2022.lanchester.MASS,0.015
single.maleme_1941__hostomel_2022.lanchester.RESPONSE,0.283
single.maleme_1941__hostomel_2022.lanchester.RISK,0.194
single.maleme_1941__rethymno_1941.crt.AIR,0.05
single.maleme_1941__rethymno_1941.crt.COMMAND,0.3975
single.maleme_1941__rethymno_1941.crt.DENIAL,0.2425
single.maleme_1941__rethymno_1941.crt.HOLD,0.0075
single.maleme_1941__rethymno_1941.crt.MASS,0.0475
single.maleme_1941__rethymno_1941.crt.RESPONSE,0.135
single.maleme_1941__rethymno_1941.crt.RISK,0.2425
single.maleme_1941__rethymno_1941.lanchester.AIR,0.476
single.maleme_1941__rethymno_1941.lanchester.COMMAND,0.645
single.maleme_1941__rethymno_1941.lanchester.DENIAL,0.662
single.maleme_1941__rethymno_1941.lanchester.HOLD,0.048
single.maleme_1941__rethymno_1941.lanchester.MASS,0.347
single.maleme_1941__rethymno_1941.lanchester.RESPONSE,0.443
single.maleme_1941__rethymno_1941.lanchester.RISK,0.662
single.maleme_1941__ypenburg_1940.crt.AIR,0.105
single.maleme_1941__ypenburg_1940.crt.COMMAND,0.3975
single.maleme_1941__ypenburg_1940.crt.DENIAL,0.385
single.maleme_1941__ypenburg_1940.crt.HOLD,0.6
single.maleme_1941__ypenburg_1940.crt.MASS,0.005
single.maleme_1941__ypenburg_1940.crt.RESPONSE,0.1575
single.maleme_1941__ypenburg_1940.crt.RISK,0.245
single.maleme_1941__ypenburg_1940.lanchester.AIR,0.533
single.maleme_1941__ypenburg_1940.lanchester.COMMAND,0.645
single.maleme_1941__ypenburg_1940.lanchester.DENIAL,0.698
single.maleme_1941__ypenburg_1940.lanchester.HOLD,0.802
single.maleme_1941__ypenburg_1940.lanchester.MASS,0.008
single.maleme_1941__ypenburg_1940.lanchester.RESPONSE,0.295
single.maleme_1941__ypenburg_1940.lanchester.RISK,0.674
single.rethymno_1941__heraklion_1941.crt.AIR,0.0175
single.rethymno_1941__heraklion_1941.crt.COMMAND,0.0175
single.rethymno_1941__heraklion_1941.crt.DENIAL,0.0125
single.rethymno_1941__heraklion_1941.crt.HOLD,0.01
single.rethymno_1941__heraklion_1941.crt.MASS,0.0225
single.rethymno_1941__heraklion_1941.crt.RESPONSE,0.0175
single.rethymno_1941__heraklion_1941.crt.RISK,0.0175
single.rethymno_1941__heraklion_1941.lanchester.AIR,0.011
single.rethymno_1941__heraklion_1941.lanchester.COMMAND,0.016
single.rethymno_1941__heraklion_1941.lanchester.DENIAL,0.01
single.rethymno_1941__heraklion_1941.lanchester.HOLD,0.007
single.rethymno_1941__heraklion_1941.lanchester.MASS,0.027
single.rethymno_1941__heraklion_1941.lanchester.RESPONSE,0.017
single.rethymno_1941__heraklion_1941.lanchester.RISK,0.016
single.rethymno_1941__hostomel_2022.crt.AIR,0.0125
single.rethymno_1941__hostomel_2022.crt.COMMAND,0.0175
single.rethymno_1941__hostomel_2022.crt.DENIAL,0.0
single.rethymno_1941__hostomel_2022.crt.HOLD,0.785
single.rethymno_1941__hostomel_2022.crt.MASS,0.005
single.rethymno_1941__hostomel_2022.crt.RESPONSE,0.0075
single.rethymno_1941__hostomel_2022.crt.RISK,0.0
single.rethymno_1941__hostomel_2022.lanchester.AIR,0.011
single.rethymno_1941__hostomel_2022.lanchester.COMMAND,0.016
single.rethymno_1941__hostomel_2022.lanchester.DENIAL,0.001
single.rethymno_1941__hostomel_2022.lanchester.HOLD,0.826
single.rethymno_1941__hostomel_2022.lanchester.MASS,0.003
single.rethymno_1941__hostomel_2022.lanchester.RESPONSE,0.008
single.rethymno_1941__hostomel_2022.lanchester.RISK,0.0
single.rethymno_1941__maleme_1941.crt.AIR,0.03
single.rethymno_1941__maleme_1941.crt.COMMAND,0.01
single.rethymno_1941__maleme_1941.crt.DENIAL,0.0175
single.rethymno_1941__maleme_1941.crt.HOLD,0.0675
single.rethymno_1941__maleme_1941.crt.MASS,0.0275
single.rethymno_1941__maleme_1941.crt.RESPONSE,0.0225
single.rethymno_1941__maleme_1941.crt.RISK,0.0175
single.rethymno_1941__maleme_1941.lanchester.AIR,0.031
single.rethymno_1941__maleme_1941.lanchester.COMMAND,0.025
single.rethymno_1941__maleme_1941.lanchester.DENIAL,0.016
single.rethymno_1941__maleme_1941.lanchester.HOLD,0.138
single.rethymno_1941__maleme_1941.lanchester.MASS,0.03
single.rethymno_1941__maleme_1941.lanchester.RESPONSE,0.023
single.rethymno_1941__maleme_1941.lanchester.RISK,0.016
single.rethymno_1941__ypenburg_1940.crt.AIR,0.02
single.rethymno_1941__ypenburg_1940.crt.COMMAND,0.0175
single.rethymno_1941__ypenburg_1940.crt.DENIAL,0.02
single.rethymno_1941__ypenburg_1940.crt.HOLD,0.1575
single.rethymno_1941__ypenburg_1940.crt.MASS,0.005
single.rethymno_1941__ypenburg_1940.crt.RESPONSE,0.0075
single.rethymno_1941__ypenburg_1940.crt.RISK,0.02
single.rethymno_1941__ypenburg_1940.lanchester.AIR,0.019
single.rethymno_1941__ypenburg_1940.lanchester.COMMAND,0.016
single.rethymno_1941__ypenburg_1940.lanchester.DENIAL,0.021
single.rethymno_1941__ypenburg_1940.lanchester.HOLD,0.287
single.rethymno_1941__ypenburg_1940.lanchester.MASS,0.004
single.rethymno_1941__ypenburg_1940.lanchester.RESPONSE,0.008
single.rethymno_1941__ypenburg_1940.lanchester.RISK,0.021
single.ypenburg_1940__heraklion_1941.crt.AIR,0.045
single.ypenburg_1940__heraklion_1941.crt.COMMAND,0.0175
single.ypenburg_1940__heraklion_1941.crt.DENIAL,0.005
single.ypenburg_1940__heraklion_1941.crt.HOLD,0.005
single.ypenburg_1940__heraklion_1941.crt.MASS,0.0775
single.ypenburg_1940__heraklion_1941.crt.RESPONSE,0.0175
single.ypenburg_1940__heraklion_1941.crt.RISK,0.0175
single.ypenburg_1940__heraklion_1941.lanchester.AIR,0.03
single.ypenburg_1940__heraklion_1941.lanchester.COMMAND,0.018
single.ypenburg_1940__heraklion_1941.lanchester.DENIAL,0.007
single.ypenburg_1940__heraklion_1941.lanchester.HOLD,0.002
single.ypenburg_1940__heraklion_1941.lanchester.MASS,0.044
single.ypenburg_1940__heraklion_1941.lanchester.RESPONSE,0.018
single.ypenburg_1940__heraklion_1941.lanchester.RISK,0.015
single.ypenburg_1940__hostomel_2022.crt.AIR,0.0375
single.ypenburg_1940__hostomel_2022.crt.COMMAND,0.0175
single.ypenburg_1940__hostomel_2022.crt.DENIAL,0.005
single.ypenburg_1940__hostomel_2022.crt.HOLD,0.115
single.ypenburg_1940__hostomel_2022.crt.MASS,0.0175
single.ypenburg_1940__hostomel_2022.crt.RESPONSE,0.0175
single.ypenburg_1940__hostomel_2022.crt.RISK,0.0
single.ypenburg_1940__hostomel_2022.lanchester.AIR,0.025
single.ypenburg_1940__hostomel_2022.lanchester.COMMAND,0.018
single.ypenburg_1940__hostomel_2022.lanchester.DENIAL,0.002
single.ypenburg_1940__hostomel_2022.lanchester.HOLD,0.075
single.ypenburg_1940__hostomel_2022.lanchester.MASS,0.018
single.ypenburg_1940__hostomel_2022.lanchester.RESPONSE,0.018
single.ypenburg_1940__hostomel_2022.lanchester.RISK,0.001
single.ypenburg_1940__maleme_1941.crt.AIR,0.055
single.ypenburg_1940__maleme_1941.crt.COMMAND,0.0025
single.ypenburg_1940__maleme_1941.crt.DENIAL,0.005
single.ypenburg_1940__maleme_1941.crt.HOLD,0.0075
single.ypenburg_1940__maleme_1941.crt.MASS,0.1
single.ypenburg_1940__maleme_1941.crt.RESPONSE,0.0175
single.ypenburg_1940__maleme_1941.crt.RISK,0.0175
single.ypenburg_1940__maleme_1941.lanchester.AIR,0.033
single.ypenburg_1940__maleme_1941.lanchester.COMMAND,0.002
single.ypenburg_1940__maleme_1941.lanchester.DENIAL,0.009
single.ypenburg_1940__maleme_1941.lanchester.HOLD,0.013
single.ypenburg_1940__maleme_1941.lanchester.MASS,0.06
single.ypenburg_1940__maleme_1941.lanchester.RESPONSE,0.018
single.ypenburg_1940__maleme_1941.lanchester.RISK,0.015
single.ypenburg_1940__rethymno_1941.crt.AIR,0.045
single.ypenburg_1940__rethymno_1941.crt.COMMAND,0.0175
single.ypenburg_1940__rethymno_1941.crt.DENIAL,0.005
single.ypenburg_1940__rethymno_1941.crt.HOLD,0.005
single.ypenburg_1940__rethymno_1941.crt.MASS,0.055
single.ypenburg_1940__rethymno_1941.crt.RESPONSE,0.0175
single.ypenburg_1940__rethymno_1941.crt.RISK,0.0175
single.ypenburg_1940__rethymno_1941.lanchester.AIR,0.03
single.ypenburg_1940__rethymno_1941.lanchester.COMMAND,0.018
single.ypenburg_1940__rethymno_1941.lanchester.DENIAL,0.009
single.ypenburg_1940__rethymno_1941.lanchester.HOLD,0.002
single.ypenburg_1940__rethymno_1941.lanchester.MASS,0.033
single.ypenburg_1940__rethymno_1941.lanchester.RESPONSE,0.018
single.ypenburg_1940__rethymno_1941.lanchester.RISK,0.015
swap.heraklion_1941__hostomel_2022.crt.base,0.0125
swap.heraklion_1941__hostomel_2022.crt.full,0.0
swap.heraklion_1941__hostomel_2022.lanchester.base,0.011
swap.heraklion_1941__hostomel_2022.lanchester.full,0.0
swap.heraklion_1941__maleme_1941.crt.base,0.0125
swap.heraklion_1941__maleme_1941.crt.full,0.39
swap.heraklion_1941__maleme_1941.lanchester.base,0.011
swap.heraklion_1941__maleme_1941.lanchester.full,0.634
swap.heraklion_1941__rethymno_1941.crt.base,0.0125
swap.heraklion_1941__rethymno_1941.crt.full,0.0175
swap.heraklion_1941__rethymno_1941.lanchester.base,0.011
swap.heraklion_1941__rethymno_1941.lanchester.full,0.016
swap.heraklion_1941__ypenburg_1940.crt.base,0.0125
swap.heraklion_1941__ypenburg_1940.crt.full,0.0025
swap.heraklion_1941__ypenburg_1940.lanchester.base,0.011
swap.heraklion_1941__ypenburg_1940.lanchester.full,0.008
swap.hostomel_2022__heraklion_1941.crt.base,0.3575
swap.hostomel_2022__heraklion_1941.crt.full,0.0125
swap.hostomel_2022__heraklion_1941.lanchester.base,0.329
swap.hostomel_2022__heraklion_1941.lanchester.full,0.013
swap.hostomel_2022__maleme_1941.crt.base,0.3575
swap.hostomel_2022__maleme_1941.crt.full,0.335
swap.hostomel_2022__maleme_1941.lanchester.base,0.329
swap.hostomel_2022__maleme_1941.lanchester.full,0.742
swap.hostomel_2022__rethymno_1941.crt.base,0.3575
swap.hostomel_2022__rethymno_1941.crt.full,0.0225
swap.hostomel_2022__rethymno_1941.lanchester.base,0.329
swap.hostomel_2022__rethymno_1941.lanchester.full,0.022
swap.hostomel_2022__ypenburg_1940.crt.base,0.3575
swap.hostomel_2022__ypenburg_1940.crt.full,0.475
swap.hostomel_2022__ypenburg_1940.lanchester.base,0.329
swap.hostomel_2022__ypenburg_1940.lanchester.full,0.582
swap.maleme_1941__heraklion_1941.crt.base,0.2425
swap.maleme_1941__heraklion_1941.crt.full,0.005
swap.maleme_1941__heraklion_1941.lanchester.base,0.662
swap.maleme_1941__heraklion_1941.lanchester.full,0.006
swap.maleme_1941__hostomel_2022.crt.base,0.2425
swap.maleme_1941__hostomel_2022.crt.full,0.005
swap.maleme_1941__hostomel_2022.lanchester.base,0.662
swap.maleme_1941__hostomel_2022.lanchester.full,0.004
swap.maleme_1941__rethymno_1941.crt.base,0.2425
swap.maleme_1941__rethymno_1941.crt.full,0.01
swap.maleme_1941__rethymno_1941.lanchester.base,0.662
swap.maleme_1941__rethymno_1941.lanchester.full,0.01
swap.maleme_1941__ypenburg_1940.crt.base,0.2425
swap.maleme_1941__ypenburg_1940.crt.full,0.045
swap.maleme_1941__ypenburg_1940.lanchester.base,0.662
swap.maleme_1941__ypenburg_1940.lanchester.full,0.052
swap.rethymno_1941__heraklion_1941.crt.base,0.0175
swap.rethymno_1941__heraklion_1941.crt.full,0.0125
swap.rethymno_1941__heraklion_1941.lanchester.base,0.016
swap.rethymno_1941__heraklion_1941.lanchester.full,0.01
swap.rethymno_1941__hostomel_2022.crt.base,0.0175
swap.rethymno_1941__hostomel_2022.crt.full,0.0
swap.rethymno_1941__hostomel_2022.lanchester.base,0.016
swap.rethymno_1941__hostomel_2022.lanchester.full,0.0
swap.rethymno_1941__maleme_1941.crt.base,0.0175
swap.rethymno_1941__maleme_1941.crt.full,0.3925
swap.rethymno_1941__maleme_1941.lanchester.base,0.016
swap.rethymno_1941__maleme_1941.lanchester.full,0.643
swap.rethymno_1941__ypenburg_1940.crt.base,0.0175
swap.rethymno_1941__ypenburg_1940.crt.full,0.0025
swap.rethymno_1941__ypenburg_1940.lanchester.base,0.016
swap.rethymno_1941__ypenburg_1940.lanchester.full,0.007
swap.ypenburg_1940__heraklion_1941.crt.base,0.0175
swap.ypenburg_1940__heraklion_1941.crt.full,0.005
swap.ypenburg_1940__heraklion_1941.lanchester.base,0.018
swap.ypenburg_1940__heraklion_1941.lanchester.full,0.002
swap.ypenburg_1940__hostomel_2022.crt.base,0.0175
swap.ypenburg_1940__hostomel_2022.crt.full,0.005
swap.ypenburg_1940__hostomel_2022.lanchester.base,0.018
swap.ypenburg_1940__hostomel_2022.lanchester.full,0.004
swap.ypenburg_1940__maleme_1941.crt.base,0.0175
swap.ypenburg_1940__maleme_1941.crt.full,0.005
swap.ypenburg_1940__maleme_1941.lanchester.base,0.018
swap.ypenburg_1940__maleme_1941.lanchester.full,0.0
swap.ypenburg_1940__rethymno_1941.crt.base,0.0175
swap.ypenburg_1940__rethymno_1941.crt.full,0.005
swap.ypenburg_1940__rethymno_1941.lanchester.base,0.018
swap.ypenburg_1940__rethymno_1941.lanchester.full,0.003
